Date,Netherlands,Groningen_PV,Friesland_PV,Drenthe_PV,Overijssel_PV,Flevoland_PV,Gelderland_PV,Utrecht_PV,Noord-Holland_PV,Zuid-Holland_PV,Zeeland_PV,Noord-Brabant_PV,Limburg_PV,Amsterdam,Den Haag,Rotterdam,Utrecht
12/31/2019,325.12077294686,306.775700934579,324.937655860349,294.895591647332,299.302325581395,285.02024291498,306.588235294118,356.623376623377,395.616438356164,328.436018957346,310.74168797954,311.893203883495,247.5,542.708333333333,381.012658227848,398.433420365535,460.422960725076
03/31/2020,332.125603864734,313.551401869159,329.925187032419,301.624129930394,306.976744186047,291.295546558704,314.117647058824,365.194805194805,401.095890410959,335.308056872038,318.414322250639,319.417475728155,254.038461538462,550.347222222222,385.569620253165,410.182767624021,475.83081570997
06/30/2020,338.647342995169,322.196261682243,333.416458852868,307.888631090487,313.953488372093,301.012145748988,319.764705882353,371.428571428571,410.13698630137,341.469194312796,323.785166240409,325.970873786408,257.5,563.888888888889,394.177215189873,418.276762402089,489.123867069486
09/30/2020,346.618357487923,331.542056074766,346.384039900249,316.009280742459,321.627906976744,308.502024291498,327.529411764706,380.25974025974,418.356164383562,349.763033175355,332.992327365729,332.52427184466,263.269230769231,568.402777777778,400.759493670886,429.503916449086,500.906344410876
12/31/2020,353.623188405797,338.785046728972,354.364089775561,325.058004640371,328.372093023256,319.635627530364,335.764705882353,388.051948051948,423.835616438356,356.635071090047,344.245524296675,339.320388349515,267.884615384615,561.805555555556,410.379746835443,440.731070496084,507.85498489426
03/31/2021,366.425120772947,352.570093457944,366.334164588529,341.763341067285,341.395348837209,331.376518218623,349.411764705882,402.597402597403,439.452054794521,367.061611374408,348.849104859335,352.427184466019,278.846153846154,583.680555555556,421.772151898734,449.34725848564,524.16918429003
06/30/2021,382.608695652174,370.093457943925,385.037406483791,355.220417633411,356.976744186047,351.417004048583,365.647058823529,420,460.27397260274,382.701421800948,375.191815856777,365.533980582524,287.5,605.902777777778,446.329113924051,472.062663185379,557.703927492447
09/30/2021,407.246376811594,396.495327102804,414.214463840399,384.91879350348,377.674418604651,375.910931174089,392.705882352941,450.909090909091,493.150684931507,403.791469194313,393.606138107417,385.436893203884,303.653846153846,653.125,470.126582278481,495.56135770235,595.770392749245
12/31/2021,422.946859903382,414.719626168224,430.174563591022,400.696055684455,388.372093023256,395.546558704453,411.294117647059,467.272727272727,509.041095890411,421.32701421801,409.462915601023,400,313.461538461538,660.416666666667,483.79746835443,518.798955613577,612.38670694864
03/31/2022,440.579710144928,436.448598130841,449.625935162095,413.68909512761,403.023255813954,414.17004048583,431.529411764706,487.012987012987,530.13698630137,436.255924170616,421.994884910486,418.446601941748,326.538461538462,692.708333333333,500,534.986945169713,635.649546827795
06/30/2022,452.898550724638,446.261682242991,456.608478802993,429.69837587007,421.162790697674,427.53036437247,439.764705882353,504.415584415584,544.931506849315,447.39336492891,435.549872122762,429.611650485437,334.038461538461,709.722222222222,509.113924050633,549.34725848564,655.58912386707
09/30/2022,455.555555555556,446.495327102804,460.598503740648,431.554524361949,424.883720930233,426.518218623482,445.176470588235,503.636363636364,545.205479452055,452.843601895735,439.386189258312,433.73786407767,332.884615384615,708.680555555556,517.46835443038,549.34725848564,645.317220543807
12/31/2022,444.685990338164,438.551401869159,449.875311720698,422.273781902552,415.813953488372,412.550607287449,433.647058823529,483.636363636364,527.945205479452,443.364928909953,431.713554987212,427.184466019417,328.653846153846,668.055555555556,495.949367088608,540.208877284595,604.833836858006
03/31/2023,437.68115942029,430.841121495327,441.895261845387,417.169373549884,411.627906976744,406.882591093117,428.941176470588,472.207792207792,514.794520547945,438.151658767773,431.713554987212,420.873786407767,325.192307692308,653.472222222222,487.341772151899,533.420365535248,588.519637462236
